Geneid,REM_1,REM_2,REM_3,EIDD_1,EIDD_2,EIDD_3,EIDD_4,Control_1,Control_2,Control_3,Control_4
ENSMAUG00000009678,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009922,5,0,8,0,0,0,0,0,0,0,0
ENSMAUG00000010952,2619,2028,2552,514,398,204,242,231,138,563,307
ENSMAUG00000012331,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014476,472,466,514,371,568,267,184,59,33,448,94
ENSMAUG00000014839,26,76,185,13,19,18,10,18,10,22,6
ENSMAUG00000015715,1752,1145,977,796,883,484,476,268,224,847,362
ENSMAUG00000016012,0,2,0,2,0,0,0,0,1,0,0
ENSMAUG00000016372,9967,4884,4121,1742,2721,1294,979,2556,1353,3933,3603
ENSMAUG00000016959,2,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000017260,0,2,0,0,0,0,0,0,0,2,0
ENSMAUG00000018038,1668,1326,1698,624,803,653,258,526,309,1157,650
ENSMAUG00000018547,7962,5498,3758,3919,5178,2685,2182,2980,1300,6477,4390
ENSMAUG00000019253,194,226,252,108,136,73,68,65,64,118,136
ENSMAUG00000019877,0,2,0,2,0,2,2,0,0,0,0
ENSMAUG00000020220,427,491,713,216,209,131,88,111,56,164,153
ENSMAUG00000020266,1158,1106,798,797,787,628,532,319,157,777,365
ENSMAUG00000020956,1547,1544,735,1948,2539,1395,1001,975,529,2478,1371
ENSMAUG00000021303,264,212,178,227,305,130,113,92,76,290,192
ENSMAUG00000021574,102,74,78,38,39,45,26,19,10,61,22
ENSMAUG00000000402,552,567,602,178,133,146,69,70,41,208,104
ENSMAUG00000000832,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001795,0,8,0,0,0,0,0,0,0,0,0
ENSMAUG00000002071,0,0,0,4,0,0,0,0,0,0,0
ENSMAUG00000002760,8,4,0,0,4,2,2,4,0,0,0
ENSMAUG00000003340,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003614,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004155,537,513,544,108,182,107,80,104,64,193,159
ENSMAUG00000005466,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005808,0,0,0,0,3,0,0,2,0,1,0
ENSMAUG00000005947,0,0,0,7,15,6,4,1,2,6,2
ENSMAUG00000006013,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006175,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006816,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007231,580,1125,1174,1831,1868,1057,953,195,121,1010,139
ENSMAUG00000007522,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008585,208,281,361,232,293,105,110,69,66,236,93
ENSMAUG00000009620,551,614,666,834,1435,621,467,339,178,883,378
ENSMAUG00000009947,784,561,620,423,676,307,213,239,133,523,310
ENSMAUG00000011248,178,132,108,356,351,211,246,186,118,367,350
ENSMAUG00000011521,626,560,568,193,274,154,93,92,72,286,155
ENSMAUG00000011684,42,8,16,26,55,2,18,170,72,154,407
ENSMAUG00000012920,4,0,0,4,6,20,0,6,2,8,14
ENSMAUG00000013308,512,450,360,179,208,122,98,121,71,264,185
ENSMAUG00000013902,1121,809,760,801,913,525,376,372,255,1056,554
ENSMAUG00000014529,256,354,833,287,479,134,195,644,354,546,1001
ENSMAUG00000016213,3244,2697,3208,541,619,592,358,576,485,818,701
ENSMAUG00000016513,2,0,0,4,2,0,4,0,0,2,11
ENSMAUG00000017217,32,82,144,939,1141,670,458,128,86,695,118
ENSMAUG00000017354,0,0,0,0,2,0,0,2,2,0,0
ENSMAUG00000017786,276,158,191,537,667,368,281,164,54,499,182
ENSMAUG00000017933,0,2,0,0,0,0,0,0,0,0,0
ENSMAUG00000018627,11319,10030,8950,5260,17617,7845,3202,2543,2829,8959,2620
ENSMAUG00000018656,16,42,56,24,22,16,20,6,4,30,6
ENSMAUG00000019926,3428,4682,3181,2317,3109,1691,1396,585,424,2168,782
ENSMAUG00000020116,0,0,0,4,0,6,2,0,0,0,5
ENSMAUG00000020480,0,0,0,5,6,7,2,0,0,5,0
ENSMAUG00000020491,262,302,256,103,75,56,42,30,18,98,23
ENSMAUG00000020554,3820,5207,5207,1850,1991,1177,820,417,154,1584,527
ENSMAUG00000021863,1267,920,1033,466,620,367,292,258,118,671,374
ENSMAUG00000022202,268,264,225,251,336,167,171,62,30,280,90
ENSMAUG00000000283,2711,1748,1857,1842,2426,1597,1004,1184,677,2785,1442
ENSMAUG00000000319,3225,2441,2659,742,1044,605,416,487,248,1151,667
ENSMAUG00000000396,0,0,6,2,14,0,2,0,2,8,0
ENSMAUG00000000503,420,524,428,361,559,316,180,150,64,373,204
ENSMAUG00000000601,284,232,244,175,218,116,56,82,50,228,126
ENSMAUG00000000850,1717,1440,1125,604,598,587,201,359,187,825,458
ENSMAUG00000000932,28,46,114,44,61,39,20,16,29,72,40
ENSMAUG00000001022,44,18,86,36,34,58,6,26,2,44,10
ENSMAUG00000001247,0,14,20,3,6,3,3,4,4,3,3
ENSMAUG00000001323,390,255,338,176,179,182,52,84,47,180,86
ENSMAUG00000001868,16,10,0,15,19,16,12,16,6,27,28
ENSMAUG00000002724,1026,933,960,596,913,660,232,297,207,846,579
ENSMAUG00000002828,0,0,0,1,1,0,0,0,2,3,0
ENSMAUG00000003203,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003501,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004267,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005067,0,0,0,2,2,0,0,10,6,2,8
ENSMAUG00000005852,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006241,23,3,7,24,21,27,11,4,1,35,4
ENSMAUG00000006537,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000007122,0,6,0,1,8,13,4,0,2,13,1
ENSMAUG00000007248,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000007374,2901,1305,2060,176,376,173,66,629,399,706,750
ENSMAUG00000008088,0,0,0,0,0,0,0,2,0,4,0
ENSMAUG00000008212,102,94,96,94,113,129,48,44,22,138,55
ENSMAUG00000008419,90,223,228,467,690,504,289,149,70,596,169
ENSMAUG00000009215,1050,462,788,352,449,275,126,128,92,516,213
ENSMAUG00000009322,916,400,473,123,193,100,52,151,61,191,161
ENSMAUG00000009474,0,16,8,37,70,30,18,19,6,20,10
ENSMAUG00000009890,64,83,44,83,106,93,12,12,6,85,7
ENSMAUG00000010091,518,427,543,250,407,325,139,164,101,400,206
ENSMAUG00000010676,584,482,454,626,448,483,218,152,88,441,129
ENSMAUG00000010743,736,677,858,239,195,173,135,73,59,260,105
ENSMAUG00000010994,491,431,539,153,197,161,66,80,67,219,124
ENSMAUG00000011123,5868,2613,4022,167,228,186,82,530,223,679,742
ENSMAUG00000011370,655,501,877,3629,4542,3152,1765,803,558,3417,866
ENSMAUG00000012170,1544,1138,1114,748,999,607,275,380,185,1169,609
ENSMAUG00000012269,1040,1020,963,773,917,801,344,309,215,1023,428
ENSMAUG00000013757,22,4,44,0,0,0,0,2,0,8,8
ENSMAUG00000014205,42,20,32,8,9,2,3,17,8,11,21
ENSMAUG00000016023,22,2,12,4,6,8,0,5,0,4,4
ENSMAUG00000016084,117,70,56,95,111,89,62,37,26,118,61
ENSMAUG00000016643,1920,1361,991,2478,4498,2878,1519,989,423,3343,1604
ENSMAUG00000016771,100,32,31,125,179,183,83,82,61,203,149
ENSMAUG00000016792,496,426,587,166,238,160,86,113,88,237,191
ENSMAUG00000017097,8102,7100,4985,2304,3363,2046,904,1074,515,3058,1678
ENSMAUG00000017463,698,684,794,367,458,355,184,196,120,465,279
ENSMAUG00000018308,404,288,313,148,189,98,64,42,42,144,62
ENSMAUG00000019003,303,451,899,627,622,501,316,227,145,658,275
ENSMAUG00000019032,13,0,55,13,6,10,3,10,16,44,1
ENSMAUG00000019709,96,36,58,110,160,125,64,127,67,299,179
ENSMAUG00000020678,5477,6450,5493,2186,4615,2766,971,812,284,2969,894
ENSMAUG00000021059,13,7,6,12,5,6,2,9,10,12,14
ENSMAUG00000021127,207,67,128,176,167,99,78,111,47,211,182
ENSMAUG00000000335,9304,5722,5771,1306,1317,1209,758,884,515,2022,1019
ENSMAUG00000000760,77,26,62,62,96,96,19,27,12,92,14
ENSMAUG00000000942,0,0,1,4,4,0,2,0,0,2,0
ENSMAUG00000000951,8,20,36,52,48,66,34,23,2,69,0
ENSMAUG00000001479,0,0,0,2,2,6,2,1,0,0,0
ENSMAUG00000001676,68,22,64,36,64,62,6,20,6,59,16
ENSMAUG00000002007,993,1141,1227,526,784,649,161,139,67,666,233
ENSMAUG00000003261,0,0,0,10,0,0,14,0,2,1,0
ENSMAUG00000003619,189,148,124,113,210,152,50,46,23,203,75
ENSMAUG00000003824,0,0,0,2,9,6,2,2,0,6,1
ENSMAUG00000005094,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005657,0,0,0,0,2,1,1,4,0,4,4
ENSMAUG00000006401,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006423,1509,1355,1740,279,371,294,169,189,99,388,210
ENSMAUG00000007366,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008523,2783,1737,1685,474,503,454,173,283,164,690,361
ENSMAUG00000008625,412,302,115,2651,3506,1984,1257,1154,615,3086,1895
ENSMAUG00000008925,1945,946,1409,2034,3344,1608,1231,977,708,3143,868
ENSMAUG00000009780,4,6,11,24,21,2,6,9,12,30,1
ENSMAUG00000010272,905,770,764,742,868,493,414,347,200,873,562
ENSMAUG00000010557,29,4,16,9,40,12,4,4,4,14,8
ENSMAUG00000010894,1138,1008,657,582,795,647,280,272,176,794,383
ENSMAUG00000011050,42,22,38,28,34,38,2,2,8,29,8
ENSMAUG00000011468,34,10,16,16,11,2,6,4,2,29,0
ENSMAUG00000011662,5703,4959,5902,4315,6007,3417,2996,2663,1468,5622,3611
ENSMAUG00000011839,47,12,30,27,168,24,28,60,72,56,70
ENSMAUG00000012333,1239,1112,1103,487,636,369,303,341,220,775,636
ENSMAUG00000012625,373,322,245,272,473,343,115,234,66,678,411
ENSMAUG00000012864,3717,5224,5260,6128,7493,5143,3278,2125,1069,7323,2726
ENSMAUG00000013016,1573,1108,1683,518,591,364,381,262,141,598,354
ENSMAUG00000013343,0,0,0,4,2,2,0,2,6,8,4
ENSMAUG00000014448,0,0,0,6,13,7,10,13,4,24,2
ENSMAUG00000014819,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015515,12,66,71,140,148,71,102,61,37,124,35
ENSMAUG00000015806,443,438,357,716,917,601,328,282,151,758,295
ENSMAUG00000016104,6586,5374,6293,1270,1244,749,633,779,594,1681,1183
ENSMAUG00000016966,66,2,29,0,1,0,3,2,3,6,14
ENSMAUG00000017312,1229,1488,1206,978,1096,902,418,319,166,1022,449
ENSMAUG00000017649,1502,1069,1231,268,261,183,189,396,193,488,648
ENSMAUG00000017748,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000019343,395,355,370,149,211,130,78,100,52,151,101
ENSMAUG00000019527,779,753,780,214,245,124,129,115,53,279,208
ENSMAUG00000019788,2689,1836,2213,470,528,409,199,225,123,611,299
ENSMAUG00000020571,0,0,0,0,0,0,0,0,0,0,2
ENSMAUG00000020602,279,347,412,231,391,207,120,112,105,303,184
ENSMAUG00000000083,4,4,2,4,0,0,0,2,0,0,0
ENSMAUG00000000266,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000927,165,171,92,41,60,56,11,15,8,72,9
ENSMAUG00000001146,845,838,1476,547,842,646,315,412,215,1096,563
ENSMAUG00000002366,97,54,114,71,116,88,40,47,28,182,68
ENSMAUG00000003004,0,0,12,0,3,0,0,0,0,2,0
ENSMAUG00000004279,2,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004972,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007053,16006,11700,14355,1438,2186,2604,763,1403,726,3194,2074
ENSMAUG00000007112,2471,2822,3329,1682,2663,1726,880,458,294,1763,493
ENSMAUG00000007121,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007835,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008681,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008829,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009105,16,2,8,21,24,18,8,3,0,32,4
ENSMAUG00000009141,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000009165,918,825,799,404,412,359,167,82,59,326,92
ENSMAUG00000009638,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009768,2,0,0,0,0,0,0,0,0,1,0
ENSMAUG00000010019,16,38,16,13,20,8,0,2,4,10,1
ENSMAUG00000011719,180,211,264,644,834,422,310,247,143,592,195
ENSMAUG00000011813,0,4,0,0,0,6,2,2,2,0,4
ENSMAUG00000011935,662,834,620,23,17,22,8,0,0,29,2
ENSMAUG00000012123,800,692,731,346,485,386,129,150,82,427,163
ENSMAUG00000013781,22,13,24,15,6,5,4,9,1,10,14
ENSMAUG00000013886,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014846,88,42,135,78,108,91,36,69,34,156,88
ENSMAUG00000016022,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016149,1464,1242,1509,424,465,431,83,434,194,1040,497
ENSMAUG00000016368,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000016381,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016432,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016442,0,10,8,0,2,0,0,0,2,2,4
ENSMAUG00000016449,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016535,0,0,0,4,4,14,0,2,0,0,0
ENSMAUG00000016547,0,6,0,0,2,1,0,0,0,0,0
ENSMAUG00000017122,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000017583,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000018446,0,2,0,0,0,0,0,0,0,0,0
ENSMAUG00000018483,767,418,716,158,193,139,37,208,79,420,244
ENSMAUG00000018927,6,2,0,0,1,0,0,0,0,0,0
ENSMAUG00000000066,230,300,425,627,1046,623,281,124,52,571,131
ENSMAUG00000000077,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000114,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000143,0,12,14,24,34,20,12,4,2,18,2
ENSMAUG00000002234,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003191,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004113,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004354,0,0,0,10,15,9,12,1,0,12,0
ENSMAUG00000004390,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000906,0,0,0,0,2,4,0,1,0,0,0
ENSMAUG00000000921,2326,1635,2103,455,615,456,230,387,193,709,426
ENSMAUG00000000940,194,200,233,258,298,177,105,86,42,296,137
ENSMAUG00000001561,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000001840,894,810,980,212,155,177,166,188,88,329,236
ENSMAUG00000002140,68,75,108,82,108,95,34,19,6,51,34
ENSMAUG00000002162,2645,2652,2651,1852,2078,2110,780,407,205,1669,623
ENSMAUG00000002297,106,12,40,6,15,15,0,2,2,8,2
ENSMAUG00000002429,238,228,212,54,110,58,26,20,22,93,38
ENSMAUG00000002700,2747,1342,1480,311,373,441,161,372,155,643,469
ENSMAUG00000002860,19771,17495,18482,2945,4272,2994,1448,2900,1520,6895,4708
ENSMAUG00000002907,8,7,0,64,28,30,58,24,12,48,22
ENSMAUG00000003317,235,285,217,104,138,163,60,44,15,150,27
ENSMAUG00000003333,62,20,5,6,12,2,0,4,0,5,3
ENSMAUG00000003412,21,44,48,56,71,90,12,25,4,94,32
ENSMAUG00000003521,338,251,369,107,112,136,50,51,43,179,59
ENSMAUG00000003590,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003880,83,131,45,310,385,219,214,108,40,333,105
ENSMAUG00000004160,0,0,0,0,0,0,1,0,0,2,0
ENSMAUG00000004299,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000004382,3812,4180,5471,957,1153,1091,470,439,290,1374,400
ENSMAUG00000004385,3115,2320,3065,771,846,776,332,555,382,1135,682
ENSMAUG00000004679,23613,19942,26823,4264,4780,3356,1929,2607,1713,5554,3278
ENSMAUG00000005159,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005384,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005571,178,128,160,226,237,345,129,54,24,284,65
ENSMAUG00000005644,1672,1278,1421,246,231,211,144,241,208,344,352
ENSMAUG00000006472,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006725,14,4,0,11,6,5,0,1,2,6,4
ENSMAUG00000007050,5467,5182,6274,793,683,909,349,447,363,979,510
ENSMAUG00000007062,71238,49005,65323,17337,20653,15845,7730,12848,8397,25404,16684
ENSMAUG00000007139,0,0,0,0,4,0,0,0,0,0,0
ENSMAUG00000007218,1967,1290,1590,664,707,719,251,312,195,863,348
ENSMAUG00000007365,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007560,17105,12084,16503,2847,3400,2650,1260,2070,1081,5060,2631
ENSMAUG00000007597,259,232,320,698,955,533,411,168,98,648,182
ENSMAUG00000007720,74,60,66,28,44,29,14,18,5,33,14
ENSMAUG00000007740,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007769,114,83,119,76,68,64,30,45,12,109,33
ENSMAUG00000007859,1051,746,899,182,218,276,87,107,100,303,104
ENSMAUG00000008034,6857,3572,4614,1051,1465,1372,478,1411,740,2759,2050
ENSMAUG00000008189,113,190,157,108,164,179,33,41,26,164,71
ENSMAUG00000008196,5169,4407,5509,1077,1260,1073,729,626,429,1610,593
ENSMAUG00000008197,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008319,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008320,330,414,284,118,98,99,44,38,10,103,52
ENSMAUG00000008350,6386,5321,5507,1733,2444,1851,758,1472,962,3361,2008
ENSMAUG00000008351,944,900,883,243,201,330,132,238,167,519,312
ENSMAUG00000008594,444,467,296,162,138,217,51,56,12,219,75
ENSMAUG00000008733,10,6,12,9,38,5,14,2,5,17,13
ENSMAUG00000008809,12,1,14,37,63,57,36,2,2,41,2
ENSMAUG00000009010,264,304,130,225,310,249,100,84,41,328,86
ENSMAUG00000009024,3568,3251,3021,1098,2010,1357,444,549,184,1409,650
ENSMAUG00000009246,940,893,1161,245,311,338,147,86,46,362,83
ENSMAUG00000009276,1149,1242,1786,296,323,225,138,198,145,435,247
ENSMAUG00000009335,2552,2141,1848,722,703,888,303,323,156,1110,388
ENSMAUG00000009359,241,291,377,156,274,168,147,82,96,237,97
ENSMAUG00000009543,860,782,806,143,145,133,89,138,78,247,176
ENSMAUG00000009560,2068,1818,1791,1075,1673,1708,434,285,164,1407,373
ENSMAUG00000009575,1244,1150,1108,258,372,244,110,174,84,354,320
ENSMAUG00000009717,38,78,22,8,15,11,5,13,0,20,4
ENSMAUG00000009781,265,242,216,30,44,60,6,27,12,82,46
ENSMAUG00000009853,28,16,6,4,4,18,0,14,2,30,2
ENSMAUG00000009940,3934,3840,2309,585,569,697,267,571,225,989,798
ENSMAUG00000009986,165,187,155,180,226,286,130,136,91,234,97
ENSMAUG00000010021,1267,1326,1385,662,874,1060,313,275,112,1056,318
ENSMAUG00000010068,0,0,6,4,5,6,2,8,2,8,8
ENSMAUG00000010092,927,642,955,370,346,480,157,221,115,477,244
ENSMAUG00000010125,3809,3492,4118,1104,1396,932,469,488,359,1224,565
ENSMAUG00000010303,1056,1147,1168,365,390,431,91,150,104,479,165
ENSMAUG00000010323,27623,33996,23645,3458,3516,3171,2176,1776,1260,4249,1861
ENSMAUG00000010327,3696,2200,2354,1067,1045,1001,499,566,332,1460,734
ENSMAUG00000010358,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010384,92,84,110,98,82,84,49,34,6,99,21
ENSMAUG00000010521,302,166,201,78,85,103,21,58,24,194,78
ENSMAUG00000010568,2047,1051,1211,297,374,399,87,365,155,713,524
ENSMAUG00000010611,5076,4467,4769,1126,1075,1420,457,874,506,1786,1345
ENSMAUG00000010716,1500,1593,862,189,141,236,84,172,53,260,233
ENSMAUG00000010823,0,0,0,2,0,0,0,0,0,0,0
ENSMAUG00000010830,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010843,519,118,427,55,31,40,24,36,34,67,48
ENSMAUG00000010968,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010981,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011178,24165,25036,25907,2984,3715,3446,1382,1638,950,4590,2043
ENSMAUG00000011377,4869,6233,2364,627,589,363,277,138,76,423,264
ENSMAUG00000011554,10,12,7,12,26,7,19,7,4,14,12
ENSMAUG00000011643,1588,1510,1889,357,326,434,225,236,193,607,262
ENSMAUG00000011695,4633,3829,5598,959,1049,977,411,505,249,1431,645
ENSMAUG00000011717,9999,6350,7310,2507,2962,3286,947,1328,743,4279,1971
ENSMAUG00000011771,42,22,15,2,6,2,4,4,0,3,4
ENSMAUG00000011922,0,0,0,11,4,0,4,0,2,4,2
ENSMAUG00000012188,4021,3179,3658,808,921,887,392,757,492,1203,1029
ENSMAUG00000012696,1387,1036,1161,267,337,296,137,180,80,389,228
ENSMAUG00000013065,82,74,64,50,95,122,42,14,4,85,10
ENSMAUG00000013135,1630,1642,1469,235,244,317,58,164,82,373,182
ENSMAUG00000013218,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013267,1804,968,1094,167,339,221,65,126,63,321,222
ENSMAUG00000013541,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013632,3550,3393,3984,994,1201,1042,504,472,259,1358,525
ENSMAUG00000013821,6735,5194,5279,2271,3488,2503,1102,1606,1134,3410,1999
ENSMAUG00000013865,2561,2911,4023,731,846,852,314,314,259,1040,370
ENSMAUG00000013909,1359,1032,1152,299,487,439,151,230,140,571,339
ENSMAUG00000013914,56,26,125,27,43,37,23,24,6,78,14
ENSMAUG00000014090,68,47,102,58,29,58,24,34,16,50,32
ENSMAUG00000014134,5190,4825,4675,986,1403,1326,462,411,178,1503,549
ENSMAUG00000014302,303,262,220,398,492,269,257,120,112,457,192
ENSMAUG00000014360,1036,1047,1183,317,365,287,150,224,135,431,284
ENSMAUG00000014443,145,84,132,33,30,19,17,29,14,57,38
ENSMAUG00000014701,229,210,132,364,407,218,161,116,63,334,183
ENSMAUG00000014977,112,73,55,55,38,63,21,20,12,60,30
ENSMAUG00000015128,6108,5723,5095,839,979,1683,428,689,347,1641,1101
ENSMAUG00000015211,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015240,5820,3371,4736,782,616,749,325,924,256,2229,1243
ENSMAUG00000015276,241,277,344,58,67,143,27,34,4,141,35
ENSMAUG00000015348,901,841,891,584,678,593,242,228,131,697,259
ENSMAUG00000015425,1983,1871,1438,487,622,816,214,399,218,911,501
ENSMAUG00000015514,711,594,508,305,369,304,137,134,83,405,196
ENSMAUG00000015800,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015805,2955,2864,3963,533,675,592,235,212,171,731,252
ENSMAUG00000015978,0,4,0,6,2,8,4,4,0,6,4
ENSMAUG00000016014,6,0,20,10,9,6,0,2,2,15,0
ENSMAUG00000016155,794,650,563,112,175,177,59,75,48,190,64
ENSMAUG00000016223,1434,1264,1375,453,426,569,148,163,108,532,200
ENSMAUG00000016300,655,561,843,265,216,256,133,130,93,399,234
ENSMAUG00000016438,76,80,97,89,108,109,51,7,10,116,16
ENSMAUG00000016518,1036,1028,1153,365,451,408,110,94,50,370,94
ENSMAUG00000016578,5156,3590,2829,400,415,444,219,277,107,688,353
ENSMAUG00000016713,1363,1070,1393,344,371,355,172,427,270,606,512
ENSMAUG00000016769,13735,9755,13866,1888,1895,1280,925,869,724,2125,1221
ENSMAUG00000016845,79,91,90,40,59,52,24,43,25,140,88
ENSMAUG00000016914,3006,3564,3164,1757,1044,974,904,497,347,1652,322
ENSMAUG00000017532,31,4,16,3,38,25,4,8,2,19,6
ENSMAUG00000017672,96,126,112,118,140,150,44,72,60,218,84
ENSMAUG00000017937,0,14,18,4,15,12,0,4,0,12,2
ENSMAUG00000018289,3229,3442,4090,682,874,1076,384,429,266,1134,481
ENSMAUG00000018329,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000018380,1751,1822,1709,695,1011,1140,526,450,375,1109,589
ENSMAUG00000018886,1301,1026,1425,206,223,245,70,220,119,442,242
ENSMAUG00000019026,766,536,426,323,239,599,253,254,149,464,273
ENSMAUG00000019036,5363,4295,5388,1703,2213,1837,939,1350,751,2467,1606
ENSMAUG00000019392,679,782,820,283,344,362,115,156,80,402,175
ENSMAUG00000019712,546,202,305,69,144,130,21,53,28,124,104
ENSMAUG00000019886,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000019949,104,67,48,762,1066,617,297,255,130,844,374
ENSMAUG00000019979,728,606,929,283,310,295,118,369,314,470,362
ENSMAUG00000020039,369,264,442,124,125,181,66,111,56,182,135
ENSMAUG00000020118,4075,4606,5839,1007,1013,984,550,758,444,1612,725
ENSMAUG00000020195,0,0,2,2,0,1,0,0,0,7,0
ENSMAUG00000020336,10,26,14,6,9,10,1,2,2,7,3
ENSMAUG00000020413,2987,3051,3069,472,512,554,277,392,188,867,529
ENSMAUG00000020479,72,72,69,70,100,66,19,8,5,69,18
ENSMAUG00000020560,620,494,638,31,51,58,20,55,46,107,55
ENSMAUG00000020592,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020765,11265,13827,20029,1451,1544,1671,925,558,532,1933,518
ENSMAUG00000020813,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020852,4243,2791,2819,466,751,676,136,414,174,909,487
ENSMAUG00000020881,2180,1693,1794,928,1262,1164,328,501,195,1276,573
ENSMAUG00000020905,812,613,673,354,474,524,156,175,91,584,162
ENSMAUG00000020928,0,38,10,10,11,8,2,10,8,17,15
ENSMAUG00000021038,2814,2088,2763,569,812,530,186,262,157,816,328
ENSMAUG00000021079,48,12,18,37,28,26,7,10,7,20,10
ENSMAUG00000021227,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000021234,3663,3321,4136,869,923,1017,494,852,481,1774,1064
ENSMAUG00000021406,37,56,16,27,18,12,7,2,8,30,13
ENSMAUG00000021470,0,0,0,0,4,1,0,0,0,0,0
ENSMAUG00000021497,0,0,0,0,0,2,0,2,0,0,0
ENSMAUG00000021519,2041,1920,1965,1132,1332,1183,497,291,181,1101,358
ENSMAUG00000021524,413,441,434,38,50,103,17,43,8,134,116
ENSMAUG00000021532,267,269,161,244,273,153,97,88,59,247,115
ENSMAUG00000021542,439,333,265,164,189,190,82,96,32,240,73
ENSMAUG00000021546,591,433,646,133,128,175,88,89,46,186,94
ENSMAUG00000021769,8,5,16,52,39,36,12,14,5,63,17
ENSMAUG00000021946,339,501,433,1894,2780,3238,732,343,194,2243,322
ENSMAUG00000021975,1879,2087,2431,1262,1364,1187,507,705,410,1536,989
ENSMAUG00000022232,60,30,110,22,11,15,9,4,4,34,6
ENSMAUG00000000097,26,70,42,45,57,29,18,4,3,57,6
ENSMAUG00000000318,141,200,200,142,120,110,94,20,14,127,33
ENSMAUG00000003447,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005750,0,0,0,6,14,6,4,2,2,3,2
ENSMAUG00000006321,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006428,0,0,0,0,0,0,0,0,0,0,0
